Customer_Index,Churn_Probability,Risk_Level,MonthlyCharges,Customer_Value_Score,Retention_Priority,Top_Churn_Drivers,Top_Retention_Drivers,Recommended_Action
3918,0.601994,High Risk,90.2,High Value,High,"categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check","numerical__tenure, categorical__MultipleLines_No, categorical__DeviceProtection_Yes","Proactive customer success outreach with a personalized retention offer and dedicated assistance. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check."
7023,0.60055244,High Risk,103.5,High Value,High,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","numerical__tenure, categorical__gender_Male, categorical__OnlineBackup_No","Proactive customer success outreach with a personalized retention offer and dedicated assistance. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
2152,0.79662895,High Risk,50.1,Medium Value,Medium,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__InternetService_Fiber optic, numerical__MonthlyCharges","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
36,0.7936625,High Risk,69.7,Medium Value,Medium,"categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No","categorical__Partner_Yes, categorical__MultipleLines_No, numerical__MonthlyCharges","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No."
53,0.79251325,High Risk,80.65,Medium Value,Medium,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__gender_Male, categorical__PaymentMethod_Electronic check, categorical__DeviceProtection_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
4322,0.79136145,High Risk,70.15,Medium Value,Medium,"categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Female","categorical__gender_Male, categorical__Partner_Yes, numerical__MonthlyCharges","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Female."
3987,0.79064506,High Risk,76.5,Medium Value,Medium,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__gender_Male, categorical__Partner_Yes, categorical__StreamingTV_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
2353,0.78488046,High Risk,80.35,Medium Value,Medium,"categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No","categorical__MultipleLines_No, categorical__Partner_Yes, categorical__DeviceProtection_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No."
3795,0.7811133,High Risk,81.45,Medium Value,Medium,"categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No","categorical__MultipleLines_No, categorical__Partner_Yes, categorical__DeviceProtection_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No."
113,0.7735134,High Risk,76.5,Medium Value,Medium,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","numerical__tenure, categorical__gender_Male, categorical__DeviceProtection_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
2998,0.7733971,High Risk,74.75,Medium Value,Medium,"categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No","categorical__MultipleLines_No, categorical__Partner_Yes, categorical__OnlineBackup_No","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__OnlineSecurity_No."
1446,0.76966834,High Risk,50.05,Medium Value,Medium,"numerical__tenure, categorical__Contract_Month-to-month, categorical__PaymentMethod_Electronic check","categorical__InternetService_Fiber optic, numerical__MonthlyCharges, categorical__Partner_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__PaymentMethod_Electronic check."
2168,0.76672095,High Risk,74.4,Medium Value,Medium,"categorical__Contract_Month-to-month, numerical__tenure, categorical__InternetService_Fiber optic","categorical__PaymentMethod_Electronic check, numerical__MonthlyCharges, categorical__StreamingMovies_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__InternetService_Fiber optic."
4847,0.7654441,High Risk,76.25,Medium Value,Medium,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","numerical__tenure, categorical__gender_Male, categorical__Partner_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
6375,0.7580523,High Risk,74.3,Medium Value,Medium,"numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female","categorical__gender_Male, categorical__PaymentMethod_Credit card (automatic), categorical__PaymentMethod_Electronic check","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: numerical__tenure, categorical__Contract_Month-to-month, categorical__gender_Female."
290,0.7529122,High Risk,76.1,Medium Value,Medium,"categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check","numerical__tenure, categorical__Partner_Yes, categorical__StreamingTV_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__PaymentMethod_Electronic check."
5746,0.7481489,High Risk,81.0,Medium Value,Medium,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__gender_Male, categorical__PaymentMethod_Electronic check, categorical__Partner_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
5037,0.74632186,High Risk,79.65,Medium Value,Medium,"categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Female","categorical__gender_Male, categorical__PaymentMethod_Electronic check, categorical__Partner_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Female."
4940,0.7456275,High Risk,74.45,Medium Value,Medium,"categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No","categorical__PaymentMethod_Electronic check, categorical__Partner_Yes, categorical__StreamingTV_Yes","Launch a targeted email/SMS campaign with relevant service incentives or promotional benefits. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No."
